GSM8333927 GSM8333928 GSM8333929 GSM8333930 GSM8333931 GSM8333932 GSM8333933 GSM8333934 GSM8333935 GSM8333936 GSM8333937 GSM8333938
12.780799 12.523665 12.943699 12.780947 12.629615 12.610590 12.756457 12.702514 12.921426 12.914819 12.899160 12.992091
11.179810 11.213733 11.364150 11.267711 11.285078 11.289615 11.515254 11.496605 11.036236 10.827361 10.873973 10.881059
 9.775184  9.825408  9.679208  9.778507  9.481361  9.670935  9.656111  9.744398  9.451364  9.384270  9.417746  9.451879
 4.449654  4.439308  4.441426  4.742931  4.698887  4.769739  4.626585  4.694743  4.769679  4.700537  4.761632  4.720372
 6.411416  6.279582  6.247377  6.543482  6.161730  5.950393  6.238595  6.168805  5.845552  5.784467  5.728649  5.690324
 5.600342  5.318390  5.312753  5.175799  4.972945  4.929388  4.842582  4.724427  4.786192  4.987063  4.966862  4.786207
 6.630042  6.625998  6.448174  6.376622  7.707904  7.256743  7.613943  7.488840  5.571561  5.517000  5.553728  5.452191
11.238535 11.206530 11.038771 10.996769 10.691914 10.956851 10.780523 10.875844 11.117985 11.304623 11.248456 11.109701
11.967800 11.796354 11.851946 11.739979 11.635613 11.644600 11.622313 11.496213 11.574661 11.507829 11.489866 11.586426
 8.896314  8.804793  9.250115  9.436677  9.101567  9.119933  9.460954  9.202207  8.970615  8.702345  8.592386  8.600153
