gene_id,MFF-CY-1,MFF-CY-2,MFF-CY-3,MFF-DY-1,MFF-DY-2,MFF-DY-3,subcellular_locations,source_organism
kcnb2b|kcnb2b,0,0,0,0,0,0,,not_found
trpa1b|trpa1b,0,0,0,0,0,0,,not_found
LOC122867000|LOC122867000,0,0,0,0,0,0,,not_found
lncRNA-LOC122866713|LOC122866713,0,0,0,0,0,0,,not_found
lncRNA-LOC122866712|LOC122866712,0,0,0,0,0,0,,not_found
prdm14|prdm14,0,4,4,0,0,4,Nucleus,9606
lg19h8orf34|lg19h8orf34,0,0,0,0,0,0,,not_found
LOC122866250|LOC122866250,0,7,4,3,0,0,,not_found
crhb|crhb,0,0,0,0,0,0,,not_found
trim55b|trim55b,0,0,0,0,0,0,,not_found
trnaa-agc_9|trnaa-agc,0,0,0,0,0,0,,not_found
trnay-gua_30|trnay-gua,0,0,0,0,0,0,,not_found
nanos2|nanos2,0,0,4,5,8,0,"Cytoplasm, Cytoplasm, P-body, Cytoplasm, perinuclear region",9606
LOC122866306|LOC122866306,0,0,0,0,0,0,,not_found
hhatlb|hhatlb,0,0,1,0,0,0,,not_found
LOC122866654|LOC122866654,0,0,0,4,10,6,,not_found
cpb1|cpb1,0,0,0,0,0,0,"Secreted, Zymogen granule lumen",9606
agtr1b|agtr1b,0,0,0,0,0,0,Cell membrane,9606
zic1|zic1,0,0,0,0,0,0,"Cytoplasm, Nucleus",9606
zic4|zic4,0,0,0,0,0,0,Nucleus,9606
LOC122866761|LOC122866761,0,0,0,0,0,0,,not_found
LOC122866760|LOC122866760,0,0,0,0,0,0,,not_found
lncRNA-LOC122866763|LOC122866763,0,0,0,0,0,0,,not_found
en2a|en2a,0,0,0,0,0,0,,not_found
shha|shha,0,4,0,0,0,0,"Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane",7955
mnx1|mnx1,0,0,0,0,0,0,Nucleus,9606
ptprn2|ptprn2,0,0,0,0,0,0,"Cytoplasmic vesicle, secretory vesicle membrane, Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane",9606
esyt2b|esyt2b,0,4,6,5,0,8,,not_found
malrd1|malrd1,0,0,0,4,0,0,Cytoplasmic vesicle membrane,9606
trnar-ccg_2|trnar-ccg,0,0,0,0,0,0,,not_found
mrc1a|mrc1a,0,0,0,0,0,0,,not_found
LOC122866844|LOC122866844,0,0,0,0,0,0,,not_found
adcyap1a|adcyap1a,0,0,0,0,0,0,,not_found
sox32|sox32,0,0,0,0,0,0,,not_found
lncRNA-LOC122866765|LOC122866765,0,0,0,0,0,0,,not_found
sox17|sox17,0,0,0,0,0,0,Nucleus,9606
LOC122867013|LOC122867013,0,5,19,4,0,0,,not_found
pou6f2|pou6f2,0,5,0,0,0,0,Nucleus,9606
lncRNA-LOC122866332|LOC122866332,0,2,0,4,0,0,,not_found
lncRNA-LOC122867022|LOC122867022,0,0,0,0,0,0,,not_found
lncRNA-LOC122866774|LOC122866774,0,0,0,0,0,0,,not_found
si:dkey-37o8.1|si:dkey-37o8.1,0,0,0,8,0,4,,not_found
LOC122866350|LOC122866350,0,0,0,0,0,0,,not_found
LOC122866352|LOC122866352,0,0,0,0,0,0,,not_found
LOC122866353|LOC122866353,0,0,0,0,0,0,,not_found
LOC122866351|LOC122866351,0,0,0,2,0,0,,not_found
kif9|kif9,0,0,0,0,0,0,"Cell projection, cilium, flagellum, Cytoplasm, cytoskeleton, Cytoplasm, cytoskeleton, flagellum axoneme",9606
ccr9b|ccr9b,0,0,3,0,0,0,,not_found
LOC122866970|LOC122866970,0,0,0,0,0,0,,not_found
LOC122866944|LOC122866944,0,0,0,0,0,0,,not_found
lncRNA-LOC122866786|LOC122866786,0,0,0,2,0,4,,not_found
lncRNA-LOC122866320|LOC122866320,0,0,0,0,0,0,,not_found
myo3a|myo3a,0,5,4,0,0,5,"Cell projection, filopodium tip, Cell projection, stereocilium, Cytoplasm, Cytoplasm, cytoskeleton",9606
gpr158a|gpr158a,0,0,4,33,23,14,,not_found
lncRNA-LOC122866561|LOC122866561,0,0,0,0,0,0,,not_found
LOC122866560|LOC122866560,0,0,0,0,0,0,,not_found
apodb|apodb,0,0,8,12,17,17,,not_found
otos|otos,0,0,0,0,0,0,Secreted,9606
tmtopsb|tmtopsb,0,0,0,0,0,0,,not_found
ccl20b|ccl20b,0,0,0,0,0,0,,not_found
LOC122866950|LOC122866950,0,0,0,0,0,0,,not_found
adgrg2a|adgrg2a,0,0,0,0,0,0,,not_found
LOC122866868|LOC122866868,0,0,0,0,0,0,,not_found
lncRNA-LOC122866870|LOC122866870,0,0,0,0,0,0,,not_found
lncRNA-LOC122866735|LOC122866735,0,0,0,0,0,0,,not_found
LOC122867083|LOC122867083,0,0,0,0,0,0,,not_found
LOC122866595|LOC122866595,0,0,0,0,0,0,,not_found
LOC122866668|LOC122866668,0,0,0,0,0,0,,not_found
lncRNA-LOC122866702|LOC122866702,0,0,0,0,0,0,,not_found
LOC122866732|LOC122866732,0,0,0,0,0,0,,not_found
cdh10a|cdh10a,0,0,0,0,0,0,,not_found
lncRNA-LOC122866742|LOC122866742,0,0,0,0,0,0,,not_found
lncRNA-LOC122866792|LOC122866792,0,0,0,0,0,0,,not_found
LOC122866376|LOC122866376,0,0,0,0,0,0,,not_found
mc4r|mc4r,0,0,0,0,0,0,Cell membrane,7955
lncRNA-LOC122866212|LOC122866212,0,0,0,0,0,0,,not_found
lncRNA-LOC122867029|LOC122867029,0,0,0,0,0,0,,not_found
gcm2|gcm2,0,0,0,15,0,12,Nucleus,9606
LOC122867010|LOC122867010,0,0,0,0,0,4,,not_found
lncRNA-LOC122866601|LOC122866601,0,0,0,0,0,3,,not_found
lncRNA-LOC122867785|LOC122867785,0,0,0,0,0,0,,not_found
lncRNA-LOC122867786|LOC122867786,0,0,0,0,4,0,,not_found
ebf3a|ebf3a,0,0,0,0,0,0,,not_found
lncRNA-LOC122867787|LOC122867787,0,0,0,0,0,0,,not_found
LOC122867972|LOC122867972,0,0,0,0,0,0,,not_found
LOC122867439|LOC122867439,0,0,0,0,0,0,,not_found
LOC122867457|LOC122867457,0,0,0,0,0,0,,not_found
LOC122867458|LOC122867458,0,0,0,0,0,0,,not_found
si:ch73-256g18.2|si:ch73-256g18.2,0,0,0,2,0,0,,not_found
LOC122867862|LOC122867862,0,0,0,0,0,0,,not_found
LOC122868039|LOC122868039,0,0,0,0,0,0,,not_found
LOC122868050|LOC122868050,0,0,0,0,0,0,,not_found
lncRNA-LOC122868137|LOC122868137,0,0,0,0,0,0,,not_found
grid1b|grid1b,0,4,0,4,4,0,,not_found
LOC122868048|LOC122868048,0,0,0,0,0,0,,not_found
LOC122868049|LOC122868049,0,0,0,0,0,0,,not_found
LOC122868045|LOC122868045,0,0,0,0,0,0,,not_found
LOC122868044|LOC122868044,0,0,0,0,0,0,,not_found
lncRNA-LOC122867626|LOC122867626,0,0,0,0,0,0,,not_found
LOC122867538|LOC122867538,0,0,3,5,4,0,,not_found
pde6gb|pde6gb,0,0,0,0,0,0,,not_found
gpr142|gpr142,0,0,0,0,0,0,Cell membrane,9606
btbd17a|btbd17a,0,0,7,4,0,0,,not_found
ush1gb|ush1gb,0,0,0,0,0,0,,not_found
plaub|plaub,0,0,0,0,0,0,,not_found
LOC122868030|LOC122868030,0,0,0,0,0,0,,not_found
grb7|grb7,0,7,0,0,0,0,"Cell junction, focal adhesion, Cell membrane, Cell projection, Cytoplasm, Cytoplasmic granule",9606
LOC122867879|LOC122867879,0,0,0,0,0,10,,not_found
skap1|skap1,0,0,0,0,0,0,"Cell membrane, Cytoplasm, Nucleus",9606
prr15lb|prr15lb,0,0,0,0,0,0,,not_found
osbpl7|osbpl7,0,0,0,0,0,0,"Cell membrane, Cytoplasm, cytosol, Endoplasmic reticulum membrane",9606
tbx21|tbx21,0,0,0,0,0,0,Nucleus,9606
LOC122867971|LOC122867971,0,4,4,0,0,0,,not_found
cdk5r1b|cdk5r1b,0,0,0,0,0,0,,not_found
g6pc1a.2|g6pc1a.2,0,0,0,0,0,0,,not_found
acsl5|acsl5,0,0,0,0,0,0,"Cell membrane, Endoplasmic reticulum, Endoplasmic reticulum membrane, Mitochondrion, Mitochondrion outer membrane",9606
trnac-gca_24|trnac-gca,0,0,0,0,0,0,,not_found
LOC122867615|LOC122867615,0,0,0,0,0,0,,not_found
LOC122867624|LOC122867624,0,0,0,0,0,0,,not_found
cd79b|cd79b,0,0,0,0,0,0,Cell membrane,9606
scn4aa|scn4aa,0,0,0,0,0,0,Cell membrane,7955
snRNA-LOC122868255|LOC122868255,0,0,2,0,0,0,,not_found
cntd1|cntd1,0,8,6,16,0,4,"Chromosome, Cytoplasm, Nucleus",9606
LOC122868190|LOC122868190,0,0,0,0,0,0,,not_found
trnag-ccc_3|trnag-ccc,0,0,0,0,0,0,,not_found
lncRNA-LOC122867236|LOC122867236,0,0,0,5,5,10,,not_found
si:dkey-21e13.3|si:dkey-21e13.3,0,0,0,0,0,0,,not_found
lncRNA-LOC122867242|LOC122867242,0,0,0,0,0,0,,not_found
LOC122867243|LOC122867243,0,0,0,0,0,0,,not_found
prph2a|prph2a,0,4,0,0,0,0,,not_found
LOC122867975|LOC122867975,0,0,0,0,0,0,,not_found
LOC122867267|LOC122867267,0,0,1,2,0,0,,not_found
snRNA-LOC122868252|LOC122868252,0,0,0,0,0,0,,not_found
snRNA-LOC122868250|LOC122868250,0,0,0,0,0,0,,not_found
snRNA-LOC122868256|LOC122868256,0,0,0,0,0,0,,not_found
snRNA-LOC122868251|LOC122868251,0,0,0,0,0,0,,not_found
snRNA-LOC122868248|LOC122868248,0,0,0,0,0,0,,not_found
snRNA-LOC122868257|LOC122868257,0,0,0,0,0,0,,not_found
snRNA-LOC122868258|LOC122868258,0,0,0,0,0,0,,not_found
snRNA-LOC122868249|LOC122868249,0,0,0,0,0,0,,not_found
trnal-uag_3|trnal-uag,0,0,0,0,0,0,,not_found
trnal-aag_15|trnal-aag,0,0,0,0,0,0,,not_found
LOC122867290|LOC122867290,0,0,0,0,0,0,,not_found
ldb3b|ldb3b,0,0,0,0,0,0,,not_found
six3b|six3b,0,0,0,3,3,0,,not_found
gch2|gch2,0,0,0,0,0,0,,not_found
fshr|fshr,0,0,0,0,0,0,Cell membrane,9606
LOC122867644|LOC122867644,0,0,0,0,0,0,,not_found
LOC122868013|LOC122868013,0,0,0,0,0,0,,not_found
foxi1|foxi1,0,10,4,8,0,0,Nucleus,9606
mmp21|mmp21,0,0,0,4,0,0,Secreted,9606
cpxm2|cpxm2,0,0,0,0,0,0,Secreted,9606
LOC122868040|LOC122868040,0,0,0,0,0,0,,not_found
hmx3b|hmx3b,0,4,0,0,0,0,,not_found
slc18a3b|slc18a3b,0,0,0,0,0,0,Membrane,7955
LOC122867348|LOC122867348,0,0,0,0,0,0,,not_found
pax2b|pax2b,0,0,0,0,0,0,,not_found
gpx9|gpx9,0,0,0,0,0,0,,not_found
LOC122867363|LOC122867363,0,6,4,0,0,4,,not_found
ppa1a|ppa1a,0,0,0,0,0,0,,not_found
ndr2|ndr2,0,0,5,0,0,0,Nucleus,7955
star2|star2,0,4,7,16,10,6,,not_found
tbata|tbata,0,0,0,0,0,0,"Cytoplasm, cytosol",9606
qrfprb|qrfprb,0,0,0,4,0,4,,not_found
lncRNA-LOC122867375|LOC122867375,0,0,0,0,0,0,,not_found
LOC122867222|LOC122867222,0,0,0,0,0,3,,not_found
LOC122868186|LOC122868186,0,0,0,0,0,0,,not_found
LOC122867587|LOC122867587,0,0,0,0,0,0,,not_found
LOC122867746|LOC122867746,0,0,0,0,0,0,,not_found
LOC122867745|LOC122867745,0,0,0,0,0,0,,not_found
LOC122867747|LOC122867747,0,0,0,0,0,0,,not_found
LOC122867993|LOC122867993,0,0,0,0,0,0,,not_found
kcnh4b|kcnh4b,0,0,0,0,0,0,,not_found
si:dkeyp-80c12.8|si:dkeyp-80c12.8,0,0,0,0,0,0,,not_found
LOC122867177|LOC122867177,0,4,0,0,0,0,,not_found
LOC122867178|LOC122867178,0,0,0,0,0,0,,not_found
LOC122867192|LOC122867192,0,0,0,0,0,0,,not_found
LOC122867193|LOC122867193,0,0,0,0,0,8,,not_found
LOC122867209|LOC122867209,0,0,0,0,0,0,,not_found
tdrd1|tdrd1,0,0,0,0,0,0,Cytoplasm,7955
gfra1b|gfra1b,0,0,0,0,0,0,,not_found
nrg3b|nrg3b,0,0,0,0,0,0,,not_found
lncRNA-LOC122867220|LOC122867220,0,0,0,0,0,0,,not_found
LOC122867308|LOC122867308,0,0,0,0,0,0,,not_found
lncRNA-LOC122867309|LOC122867309,0,0,0,0,0,0,,not_found
lncRNA-LOC122867310|LOC122867310,0,0,0,0,0,0,,not_found
LOC122867623|LOC122867623,0,0,0,0,5,0,,not_found
lncRNA-LOC122867935|LOC122867935,0,0,0,0,0,0,,not_found
LOC122867547|LOC122867547,0,0,0,0,0,0,,not_found
LOC122867984|LOC122867984,0,5,0,0,0,0,,not_found
lrp2b|lrp2b,0,5,0,0,0,0,,not_found
LOC122867985|LOC122867985,0,0,0,7,0,0,,not_found
LOC122867986|LOC122867986,0,0,0,0,0,0,,not_found
LOC122867657|LOC122867657,0,0,0,0,0,5,,not_found
rundc3ab|rundc3ab,0,0,0,0,0,0,,not_found
lncRNA-LOC122867563|LOC122867563,0,0,0,0,0,0,,not_found
pth3r|pth3r,0,0,0,0,0,0,,not_found
lncRNA-LOC122867227|LOC122867227,0,0,0,0,0,0,,not_found
lncRNA-LOC122867958|LOC122867958,0,7,0,0,4,0,,not_found
LOC122868041|LOC122868041,0,0,0,0,0,0,,not_found
LOC122868042|LOC122868042,0,0,0,0,0,0,,not_found
prodh2|prodh2,0,0,0,0,0,6,,not_found
si:ch211-136m16.8|si:ch211-136m16.8,0,0,0,0,0,0,,not_found
si:ch211-180a12.2|si:ch211-180a12.2,0,0,0,0,0,0,,not_found
zgc:123217|zgc:123217,0,0,0,0,0,0,,not_found
aldoab|aldoab,0,0,0,0,0,0,,not_found
ca15b|ca15b,0,0,4,0,0,0,,not_found
lncRNA-LOC122867673|LOC122867673,0,0,0,0,0,0,,not_found
LOC122867997|LOC122867997,0,0,0,0,0,0,,not_found
LOC122867820|LOC122867820,0,0,0,0,0,0,,not_found
LOC122867815|LOC122867815,0,0,0,0,0,0,,not_found
syt5b|syt5b,0,0,0,0,4,0,,not_found
kcnc3b|kcnc3b,0,0,0,0,0,0,,not_found
fgf21|fgf21,0,0,0,0,0,0,Secreted,9606
LOC122867810|LOC122867810,0,0,0,0,0,0,,not_found
si:ch211-234p6.5|si:ch211-234p6.5,0,0,0,0,0,0,,not_found
LOC122867628|LOC122867628,0,0,0,0,0,0,,not_found
mybpc2b|mybpc2b,0,0,0,0,0,0,,not_found
LOC122867716|LOC122867716,0,0,0,0,0,0,,not_found
lrrc4bb|lrrc4bb,0,0,0,0,0,0,,not_found
LOC122868046|LOC122868046,0,0,0,0,0,0,,not_found
LOC122867532|LOC122867532,0,0,6,0,0,0,,not_found
LOC122867530|LOC122867530,0,0,4,10,3,0,,not_found
prr35|prr35,0,0,0,0,0,0,,not_found
crp1|crp1,0,0,4,0,0,0,,not_found
sbk1|sbk1,0,0,0,0,0,0,Cytoplasm,7955
lncRNA-LOC122867316|LOC122867316,0,0,0,0,0,0,,not_found
LOC122867314|LOC122867314,0,0,0,0,0,0,,not_found
si:dkey-220f10.4|si:dkey-220f10.4,0,4,0,8,0,4,,not_found
LOC122868079|LOC122868079,0,0,0,0,0,0,,not_found
csf3a|csf3a,0,0,0,0,0,0,,not_found
abi3b|abi3b,0,31,14,4,0,7,,not_found
ace|ace,0,4,0,0,0,0,"Cell membrane, Cytoplasm, Secreted",9606
ptges3l|ptges3l,0,0,0,0,0,0,,not_found
fscn2b|fscn2b,0,0,3,0,0,4,,not_found
pvalb9|pvalb9,0,0,0,0,0,0,,not_found
pvalb3|pvalb3,0,0,0,0,0,0,,not_found
LOC122867740|LOC122867740,0,0,0,0,0,0,,not_found
LOC122867739|LOC122867739,0,0,0,0,0,0,,not_found
tmem130|tmem130,0,0,0,0,0,0,Golgi apparatus membrane,9606
nptx2b|nptx2b,0,0,0,0,0,0,,not_found
foxl3|foxl3,0,4,0,0,0,11,Nucleus,9606
tex2l|tex2l,0,0,0,0,0,0,,not_found
neurl2|neurl2,0,0,0,0,0,0,Cytoplasm,9606
lncRNA-LOC122867962|LOC122867962,0,0,0,0,0,0,,not_found
trnat-cgu_11|trnat-cgu,0,0,0,0,0,0,,not_found
LOC122867395|LOC122867395,0,4,0,3,0,3,,not_found
trnai-uau_9|trnai-uau,0,0,0,0,0,0,,not_found
trnai-uau_10|trnai-uau,0,0,0,0,0,0,,not_found
lncRNA-LOC122867400|LOC122867400,0,0,0,0,0,0,,not_found
trnat-ugu_28|trnat-ugu,0,0,0,0,0,0,,not_found
trnai-uau_13|trnai-uau,0,0,0,0,0,0,,not_found
trnat-ugu_29|trnat-ugu,0,0,0,0,0,0,,not_found
trnai-uau_14|trnai-uau,0,0,0,0,0,0,,not_found
trnat-ugu_30|trnat-ugu,0,0,0,0,0,0,,not_found
trnai-uau_15|trnai-uau,0,0,0,0,0,0,,not_found
trnat-cgu_12|trnat-cgu,0,0,0,0,0,0,,not_found
trnai-uau_16|trnai-uau,0,0,0,0,0,0,,not_found
trnat-ugu_31|trnat-ugu,0,0,0,0,0,0,,not_found
trnai-uau_17|trnai-uau,0,0,0,0,0,0,,not_found
trnat-cgu_13|trnat-cgu,0,0,0,0,0,0,,not_found
trnai-uau_18|trnai-uau,0,0,0,0,0,0,,not_found
trnat-cgu_14|trnat-cgu,0,0,0,0,0,0,,not_found
trnat-cgu_15|trnat-cgu,0,0,0,0,0,0,,not_found
lncRNA-LOC122867717|LOC122867717,0,0,0,0,0,0,,not_found
LOC122867734|LOC122867734,0,0,0,0,0,0,,not_found
csdc2a|csdc2a,0,4,6,0,9,4,,not_found
LOC122868037|LOC122868037,0,0,0,0,0,0,,not_found
rbp3|rbp3,0,3,0,0,0,0,"Secreted, extracellular space, extracellular matrix, interphotoreceptor matrix",9606
gdf2|gdf2,0,0,0,8,0,0,Secreted,7955
LOC122867609|LOC122867609,0,0,0,0,0,0,,not_found
lncRNA-LOC122868038|LOC122868038,0,0,0,0,0,0,,not_found
LOC122867390|LOC122867390,0,0,0,0,0,0,,not_found
lncRNA-LOC122867391|LOC122867391,0,7,0,5,0,0,,not_found
LOC122867995|LOC122867995,0,3,0,11,4,0,,not_found
lncRNA-LOC122867613|LOC122867613,0,0,0,0,0,0,,not_found
LOC122867990|LOC122867990,0,0,0,0,0,0,,not_found
LOC122867916|LOC122867916,0,3,0,0,0,0,,not_found
LOC122867906|LOC122867906,0,0,4,0,0,4,,not_found
LOC122867910|LOC122867910,0,0,0,0,0,0,,not_found
LOC122867991|LOC122867991,0,0,0,0,0,0,,not_found
trnar-ucg_6|trnar-ucg,0,0,0,0,0,0,,not_found
trnam-cau_17|trnam-cau,0,1,0,0,0,0,,not_found
trnaq-cug_6|trnaq-cug,0,0,0,0,0,0,,not_found
lncRNA-LOC122867945|LOC122867945,0,0,0,0,0,0,,not_found
wfikkn2b|wfikkn2b,0,4,0,0,0,4,,not_found
bsk146|bsk146,0,4,0,3,4,0,Cytoplasm,7955
dhrs7cb|dhrs7cb,0,0,0,0,0,0,Secreted,7955
LOC122867790|LOC122867790,0,0,0,0,0,0,,not_found
hs3st3l|hs3st3l,0,0,0,0,0,0,,not_found
gsg1l2b|gsg1l2b,0,0,0,0,0,0,,not_found
LOC122867889|LOC122867889,0,0,0,4,0,5,,not_found
lncRNA-LOC122867826|LOC122867826,0,0,0,0,0,0,,not_found
trnar-ccu_23|trnar-ccu,0,0,0,0,0,0,,not_found
LOC122867994|LOC122867994,0,0,0,0,0,0,,not_found
lncRNA-LOC122867732|LOC122867732,0,0,0,0,0,0,,not_found
trnan-guu_1|trnan-guu,0,0,0,0,0,0,,not_found
trnat-agu_25|trnat-agu,0,0,0,0,0,0,,not_found
trnat-agu_26|trnat-agu,0,0,0,0,0,0,,not_found
trnat-agu_27|trnat-agu,0,0,0,0,0,0,,not_found
trnat-agu_28|trnat-agu,0,0,0,0,0,0,,not_found
trnat-agu_29|trnat-agu,0,0,0,0,0,0,,not_found
trnat-agu_30|trnat-agu,0,0,0,0,0,0,,not_found
trnat-agu_31|trnat-agu,0,0,0,0,0,0,,not_found
trnat-agu_32|trnat-agu,0,0,0,0,0,0,,not_found
trnat-agu_33|trnat-agu,0,0,0,0,0,0,,not_found
trnat-agu_34|trnat-agu,0,0,0,0,0,0,,not_found
trnan-guu_2|trnan-guu,0,0,0,0,0,0,,not_found
trnat-agu_35|trnat-agu,0,0,0,0,0,0,,not_found
cabcoco1|cabcoco1,0,0,0,0,0,0,"Cell projection, cilium, flagellum, Cytoplasm, Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",9606
LOC122868009|LOC122868009,0,0,0,0,0,0,,not_found
lncRNA-LOC122867480|LOC122867480,0,0,0,0,0,0,,not_found
lncRNA-LOC122867490|LOC122867490,0,0,0,0,0,0,,not_found
LOC122867481|LOC122867481,0,0,0,4,4,6,,not_found
lncRNA-LOC122867491|LOC122867491,0,0,0,0,0,0,,not_found
hhex|hhex,0,0,0,0,0,0,Nucleus,7955
lncRNA-LOC122867970|LOC122867970,0,0,0,0,0,0,,not_found
egr2b|egr2b,0,0,4,0,0,0,Nucleus,7955
chrm3b|chrm3b,0,0,0,0,0,0,,not_found
scn4ab|scn4ab,0,0,0,0,0,0,Cell membrane,7955
LOC122869472|LOC122869472,0,0,0,0,0,0,,not_found
ifnphi3|ifnphi3,0,0,0,0,0,0,,not_found
lncRNA-LOC122869112|LOC122869112,0,0,0,0,0,0,,not_found
ifnphi1|ifnphi1,0,0,0,0,0,0,,not_found
lncRNA-LOC122869127|LOC122869127,0,0,0,0,0,0,,not_found
LOC122868829|LOC122868829,0,4,0,0,0,7,,not_found
LOC122868841|LOC122868841,0,0,15,0,0,9,,not_found
trnas-uga_3|trnas-uga,0,0,0,0,0,0,,not_found
LOC122868847|LOC122868847,0,0,0,0,0,3,,not_found
trnag-ucc_13|trnag-ucc,0,0,0,0,0,0,,not_found
trnag-ucc_14|trnag-ucc,0,0,0,0,0,0,,not_found
prf1.3|prf1.3,0,0,3,0,0,0,,not_found
LOC122868989|LOC122868989,0,0,0,0,0,0,,not_found
LOC122869496|LOC122869496,0,0,0,0,0,0,,not_found
LOC122869002|LOC122869002,0,4,0,0,11,0,,not_found
LOC122869021|LOC122869021,0,0,0,0,0,0,,not_found
LOC122869048|LOC122869048,0,8,0,10,0,20,,not_found
foxj1a|foxj1a,0,0,7,0,0,0,Nucleus,7955
gsg1l|gsg1l,0,0,0,0,0,0,"Cell membrane, Synapse",7955
hoatz|hoatz,0,4,6,0,4,0,"Cell projection, cilium, Cytoplasm",7955
LOC122869082|LOC122869082,0,0,0,0,4,0,,not_found
trnat-cgu_16|trnat-cgu,0,0,0,0,0,0,,not_found
grin2ca|grin2ca,0,0,0,0,0,0,,not_found
LOC122869150|LOC122869150,0,4,3,4,0,4,,not_found
LOC122869209|LOC122869209,0,0,0,0,0,0,,not_found
rcvrna|rcvrna,0,0,0,0,0,0,,not_found
LOC122869232|LOC122869232,0,0,0,0,0,0,,not_found
lncRNA-LOC122869206|LOC122869206,0,0,0,0,0,0,,not_found
LOC122869098|LOC122869098,0,0,0,0,0,0,,not_found
fam83fa|fam83fa,0,0,0,0,0,0,,not_found
cyth4a|cyth4a,0,0,0,0,0,0,,not_found
sstr3|sstr3,0,0,0,0,0,0,Cell membrane,9606
cacng2a|cacng2a,0,0,0,0,0,0,,not_found
ccndx|ccndx,0,0,0,0,0,0,,not_found
zgc:195001|zgc:195001,0,0,0,8,0,7,,not_found
syt3|syt3,0,0,0,0,4,3,"Cell membrane, Cytoplasmic vesicle, secretory vesicle membrane",9606
cldni|cldni,0,0,0,0,0,0,,not_found
LOC122868782|LOC122868782,0,4,0,0,0,0,,not_found
mylpfa|mylpfa,0,0,0,0,0,0,,not_found
LOC122869376|LOC122869376,0,4,4,0,0,0,,not_found
slc4a1a|slc4a1a,0,0,0,0,0,0,,not_found
kcnj19a|kcnj19a,0,0,0,0,0,0,,not_found
LOC122869378|LOC122869378,0,16,10,13,28,15,,not_found
trnac-gca_30|trnac-gca,0,0,0,1,2,0,,not_found
trnac-gca_31|trnac-gca,0,0,0,0,0,0,,not_found
rprml|rprml,0,0,0,0,0,0,Membrane,7955
lncRNA-LOC122868962|LOC122868962,0,0,0,0,0,0,,not_found
LOC122869375|LOC122869375,0,0,0,0,0,0,,not_found
mreg|mreg,0,0,0,0,4,0,"Apical cell membrane, Cytoplasmic vesicle membrane, Lysosome membrane, Melanosome membrane",7955
LOC122869343|LOC122869343,0,0,0,0,0,0,,not_found
kcnh4a|kcnh4a,0,0,0,0,0,0,,not_found
hcrt|hcrt,0,0,0,0,0,0,"Cytoplasmic vesicle, Rough endoplasmic reticulum, Synapse",9606
hsd17b1|hsd17b1,0,8,0,0,12,0,Cytoplasm,9606
si:ch73-141c7.1|si:ch73-141c7.1,0,0,0,0,0,0,,not_found
lncRNA-LOC122868342|LOC122868342,0,0,0,0,3,0,,not_found
LOC122868340|LOC122868340,0,0,0,0,0,0,,not_found
LOC122868345|LOC122868345,0,0,0,0,0,0,,not_found
apnl|apnl,0,0,0,0,0,0,,not_found
ramp2|ramp2,0,10,9,7,7,19,Cell membrane,9606
cntnap1|cntnap1,0,0,0,0,0,0,"Cell junction, paranodal septate junction, Membrane",9606
lncRNA-LOC122868359|LOC122868359,0,0,0,0,0,0,,not_found
trnac-gca_34|trnac-gca,0,0,0,0,0,0,,not_found
lncRNA-LOC122868381|LOC122868381,0,0,0,0,0,0,,not_found
elfn1a|elfn1a,0,0,0,0,0,0,,not_found
si:dkey-43p13.5|si:dkey-43p13.5,0,0,0,0,0,0,,not_found
lncRNA-LOC122868386|LOC122868386,0,0,0,0,0,0,,not_found
uncx|uncx,0,0,0,0,0,0,Nucleus,7955
lncRNA-LOC122868385|LOC122868385,0,0,0,0,0,0,,not_found
trnat-cgu_17|trnat-cgu,0,0,0,0,0,0,,not_found
pla2g10|pla2g10,0,0,0,0,0,0,"Cytoplasmic vesicle, secretory vesicle, acrosome, Lysosome, Secreted",9606
hs3st4|hs3st4,0,0,0,0,0,0,Golgi apparatus membrane,9606
lncRNA-LOC122869342|LOC122869342,0,0,0,0,0,0,,not_found
hs3st2|hs3st2,0,0,0,0,0,0,Golgi apparatus membrane,9606
lncRNA-LOC122869341|LOC122869341,0,0,0,0,0,0,,not_found
baiap3|baiap3,0,0,0,0,0,0,"Cell membrane, Cytoplasm, cytosol, Golgi apparatus, trans-Golgi network membrane, Late endosome membrane, Recycling endosome membrane",9606
gper1|gper1,0,0,8,0,0,0,"Basolateral cell membrane, Cell membrane, Cell projection, axon, Cell projection, dendrite, Cell projection, dendritic spine membrane, Cytoplasm, Cytoplasm, cytoskeleton, Cytoplasm, perinuclear region, Cytoplasmic vesicle membrane, Early endosome, Endoplasmic reticulum membrane, Golgi apparatus membrane, Golgi apparatus, trans-Golgi network, Mitochondrion membrane, Nucleus, Postsynaptic density, Recycling endosome",7955
igfals|igfals,0,0,0,0,0,0,"Secreted, extracellular space",9606
shisa9b|shisa9b,0,0,0,0,0,0,"Cell projection, dendritic spine membrane, Synapse",7955
LOC122868547|LOC122868547,0,0,0,0,0,0,,not_found
icam5|icam5,0,0,7,0,0,0,"Cell membrane, Cell projection, Cell projection, dendritic spine membrane, Cell projection, uropodium",9606
lncRNA-LOC122868574|LOC122868574,0,0,0,0,0,0,,not_found
soul5|soul5,0,0,0,0,0,0,,not_found
nr5a5|nr5a5,0,0,0,0,0,0,,not_found
